Mod:Item:MetaData, Localized Name
forestry:slabs.0:5, Плита из дерева Венге
forestry:slabs.0:6, Плита из баобаба
forestry:slabs.0:7, Плита из секвойи
forestry:slabs.1:0, Плита из хлопкового дерева
forestry:slabs.1:1, Плита из мирта
forestry:slabs.1:2, Плита из красного дерева
forestry:slabs.1:3, Плита из бальзы
forestry:slabs.1:4, Плита из ивы
forestry:slabs.1:5, Плита из орехового дерева
forestry:slabs.1:6, Плита из гринхарта
forestry:slabs.1:7, Плита из вишнёвого дерева
forestry:slabs.2:0, Плита из гибискуса
forestry:slabs.2:1, Плита из тополя
forestry:slabs.2:2, Плита из пальмы
forestry:slabs.2:3, Плита из дынного дерева
forestry:slabs.2:4, Плита из сосны
forestry:slabs.2:5, Плита из сливового дерева
forestry:slabs.2:6, Плита из клёна
forestry:slabs.2:7, Плита из цитрусового дерева
forestry:slabs.3:0, Плита из гигантской секвойи
forestry:slabs.3:1, Плита из муравьиного дерева
forestry:slabs.3:2, Плита из падука
forestry:slabs.3:3, Плита из кокоболо
forestry:slabs.3:4, Плита из зебрано
forestry:slabs.fireproof.0:0, Плита из лиственницы (огнестойкость)
forestry:slabs.fireproof.0:1, Плита из тикового дерева (огнестойкость)
forestry:slabs.fireproof.0:2, Плита из акации (огнестойкость)
forestry:slabs.fireproof.0:3, Плита из липы (огнестойкость)
forestry:slabs.fireproof.0:4, Плита из каштана (огнестойкость)
forestry:slabs.fireproof.0:5, Плита из дерева Венге (огнестойкость)
forestry:slabs.fireproof.0:6, Плита из баобаба (огнестойкость)
forestry:slabs.fireproof.0:7, Плита из секвойи (огнестойкость)
forestry:slabs.fireproof.1:0, Плита из хлопкового дерева (огнестойкость)
forestry:slabs.fireproof.1:1, Плита из мирта (огнестойкость)
forestry:slabs.fireproof.1:2, Плита из красного дерева (огнестойкость)
forestry:slabs.fireproof.1:3, Плита из бальзы (огнестойкость)
forestry:slabs.fireproof.1:4, Плита из ивы (огнестойкость)
forestry:slabs.fireproof.1:5, Плита из орехового дерева (огнестойкость)
forestry:slabs.fireproof.1:6, Плита из гринхарта (огнестойкость)
forestry:slabs.fireproof.1:7, Плита из вишнёвого дерева (огнестойкость)
forestry:slabs.fireproof.2:0, Плита из гибискуса (огнестойкость)
forestry:slabs.fireproof.2:1, Плита из тополя (огнестойкость)
forestry:slabs.fireproof.2:2, Плита из пальмы (огнестойкость)
forestry:slabs.fireproof.2:3, Плита из дынного дерева (огнестойкость)
forestry:slabs.fireproof.2:4, Плита из сосны (огнестойкость)
forestry:slabs.fireproof.2:5, Плита из сливового дерева (огнестойкость)
forestry:slabs.fireproof.2:6, Плита из клёна (огнестойкость)
forestry:slabs.fireproof.2:7, Плита из цитрусового дерева (огнестойкость)
forestry:slabs.fireproof.3:0, Плита из гигантской секвойи (огнестойкость)
forestry:slabs.fireproof.3:1, Плита из муравьиного дерева (огнестойкость)
forestry:slabs.fireproof.3:2, Плита из падука (огнестойкость)
forestry:slabs.fireproof.3:3, Плита из кокоболо (огнестойкость)
forestry:slabs.fireproof.3:4, Плита из зебрано (огнестойкость)
forestry:slabs.vanilla.fireproof.0:0, Дубовая плита (огнестойкость)
forestry:slabs.vanilla.fireproof.0:1, Еловая плита (огнестойкость)
forestry:slabs.vanilla.fireproof.0:2, Берёзовая плита (огнестойкость)
forestry:slabs.vanilla.fireproof.0:3, Плита из тропического дерева (огнестойкость)
forestry:slabs.vanilla.fireproof.0:4, Акациевая плита (огнестойкость)
forestry:slabs.vanilla.fireproof.0:5, Плита из тёмного дуба (огнестойкость)
forestry:fences.0:0, Забор из лиственницы
forestry:fences.0:1, Забор из тикового дерева
forestry:fences.0:2, Забор из акации
forestry:fences.0:3, Забор из липы
forestry:fences.0:4, Забор из каштана
forestry:fences.0:5, Забор из дерева Венге
forestry:fences.0:6, Забор из баобаба
forestry:fences.0:7, Забор из секвойи
forestry:fences.0:8, Забор из хлопкового дерева
forestry:fences.0:9, Забор из мирта
forestry:fences.0:10, Забор из красного дерева
forestry:fences.0:11, Забор из бальзы
forestry:fences.0:12, Забор из ивы
forestry:fences.0:13, Забор из орехового дерева
forestry:fences.0:14, Забор из гринхарта
forestry:fences.0:15, Забор из вишнёвого дерева
forestry:fences.1:0, Забор из гибискуса
forestry:fences.1:1, Забор из тополя
forestry:fences.1:2, Забор из пальмы
forestry:fences.1:3, Забор из дынного дерева
forestry:fences.1:4, Забор из сосны
forestry:fences.1:5, Забор из сливового дерева
forestry:fences.1:6, Забор из клёна
forestry:fences.1:7, Забор из цитрусового дерева
forestry:fences.1:8, Забор из гигантской секвойи
forestry:fences.1:9, Забор из муравьиного дерева
forestry:fences.1:10, Забор из падука
forestry:fences.1:11, Забор из кокоболо
forestry:fences.1:12, Забор из зебрано
forestry:fences.fireproof.0:0, Забор из лиственницы (огнестойкость)
forestry:fences.fireproof.0:1, Забор из тикового дерева (огнестойкость)
forestry:fences.fireproof.0:2, Забор из акации (огнестойкость)
forestry:fences.fireproof.0:3, Забор из липы (огнестойкость)
forestry:fences.fireproof.0:4, Забор из каштана (огнестойкость)
forestry:fences.fireproof.0:5, Забор из дерева Венге (огнестойкость)
forestry:fences.fireproof.0:6, Забор из баобаба (огнестойкость)
forestry:fences.fireproof.0:7, Забор из секвойи (огнестойкость)
forestry:fences.fireproof.0:8, Забор из хлопкового дерева (огнестойкость)
forestry:fences.fireproof.0:9, Забор из мирта (огнестойкость)
forestry:fences.fireproof.0:10, Забор из красного дерева (огнестойкость)
forestry:fences.fireproof.0:11, Забор из бальзы (огнестойкость)
forestry:fences.fireproof.0:12, Забор из ивы (огнестойкость)
forestry:fences.fireproof.0:13, Забор из орехового дерева (огнестойкость)
forestry:fences.fireproof.0:14, Забор из гринхарта (огнестойкость)
forestry:fences.fireproof.0:15, Забор из вишнёвого дерева (огнестойкость)
forestry:fences.fireproof.1:0, Забор из гибискуса (огнестойкость)
forestry:fences.fireproof.1:1, Забор из тополя (огнестойкость)
forestry:fences.fireproof.1:2, Забор из пальмы (огнестойкость)
forestry:fences.fireproof.1:3, Забор из дынного дерева (огнестойкость)
forestry:fences.fireproof.1:4, Забор из сосны (огнестойкость)
forestry:fences.fireproof.1:5, Забор из сливового дерева (огнестойкость)
forestry:fences.fireproof.1:6, Забор из клёна (огнестойкость)
forestry:fences.fireproof.1:7, Забор из цитрусового дерева (огнестойкость)
